peopleid;first_name;surname;born;died;gender
6853;Dong-gun;Jang;1972;;M
6854;Hoon;Jang;1975;;M
6855;Jae-hyun;Jang;1981;;M
6856;Jin;Jang;1971;;M
6857;Joon-hwan;Jang;1970;;M
6858;Prahlad;Jani;1929;;M
6859;Conrad;Janis;1928;;M
6860;Dorothy;Janis;1912;2010;F
6861;Annabel;Jankel;1955;;F
6862;;Jankidas;1910;2003;M
6863;Enzo;Jannacci;1935;2013;M
6864;Allison;Janney;1959;;F
6865;William;Janney;1908;1992;M
6866;Emil;Jannings;1884;1950;M
6867;Cas;Jansen;1977;;M
6868;Victor;Janson;1884;1960;M
6869;David;Janssen;1931;1980;M
6870;Famke;Janssen;1964;;F
6871;Charles;Janssens;1906;1986;M
6872;Chantal;Janzen;1979;;F
6873;Zaijan;Jaranilla;2001;;M
6874;Frédéric;Jardin;1968;;?
6875;Claude (Jr.);Jarman;1890;1969;M
6876;Derek;Jarman;1942;1994;M
6877;Jim;Jarmusch;1953;;M
6878;John;Jarratt;1952;;M
6879;Gabriel;Jarret;1970;;M
6880;Julian;Jarrold;1960;;M
6881;Charles;Jarrott;1927;2011;M
6882;Cosmo;Jarvis;1989;;M
6883;Katie;Jarvis;1991;;F
6884;Meera;Jasmine;1982;;F
6885;;Jasmuheen;1957;;F
6886;Leigh;Jason;1904;1979;M
6887;Ernest;Jay;1893;1957;M
6888;Ricky;Jay;1948;;M
6889;Tony;Jay;1933;2006;M
6890;;Jaya;1948;;F
6891;;Jayabharathi;1950;;F
6892;;Jayachitra;1957;;F
6893;Fatafat;Jayalakshmi;1935;2003;M
6894;;Jayamala;1959;;F
6895;;Jayamalini;1958;;F
6896;Manoj K.;Jayan;1966;;M
6897;Chinni;Jayanth;1960;;M
6898;;Jayanthi;1950;;F
6899;;Jayaprada;1962;;F
6900;V.;Jayaprakash;1962;;M
6901;;Jayaraj;1960;;M
6902;;Jayaram;1965;;M
6903;Jayalalithaa;Jayaram;1948;2016;F
6904;Kalidas;Jayaram;1993;;M
6905;;Jayasudha;1958;;F
6906;;Jayasurya;1978;;M
6907;Michael;Jayston;1935;;M
6908;Nalini;Jaywant;1926;2010;F
6909;Gregory;Jbara;1961;;M
6910;Gloria;Jean;1926;;F
6911;Marianne;Jean-Baptiste;1967;;F
6912;Jimmy;Jean-Louis;1968;;M
6913;Ursula;Jeans;1906;1973;F
6914;;Jeet;1977;;M
6915;;Jeetendra;1942;;M
6916;Peter;Jeffrey;1929;1999;M
6917;Tom;Jeffrey;1938;;M
6918;Ellis;Jeffreys;1872;1943;F
6919;Fran;Jeffries;1926;2010;M
6920;Lang;Jeffries;1930;1987;M
6921;Lionel;Jeffries;1926;2010;M
6922;Noor;Jehan;1927;2000;F
6923;Sonya;Jehan;1980;;F
6924;Eddie;Jemison;1963;;M
6925;Richie;Jen;1966;;M
6926;Allen;Jenkins;1900;1974;M
6927;Carter;Jenkins;1991;;M
6928;Megs;Jenkins;1917;1998;F
6929;Patty;Jenkins;1971;;F
6930;Rebecca;Jenkins;1959;;F
6931;Richard;Jenkins;1947;;M
6932;Tamara;Jenkins;1962;;F
6933;Blake;Jenner;1992;;M
6934;Lucinda;Jenney;1954;;F
6935;Alex;Jennings;1957;;M
6936;Claudia;Jennings;1949;1979;F
6937;Garth;Jennings;1972;;M
6938;Humphrey;Jennings;1907;1950;M
6939;Salome;Jens;1935;;F
6940;Ashley;Jensen;1969;;F
6941;Roy;Jenson;1927;2007;M
6942;Sasha;Jenson;1964;;M
6943;Vicky;Jenson;1960;;F
6944;Julia;Jentsch;1978;;F
6945;Veronika;Jeníková;1964;;F
6946;Do-yeon;Jeon;1973;;F
6947;Yun-su;Jeon;1971;;?
6948;Gi-hun;Jeong;1974;;M
6949;Jun-ha;Jeong;1971;;M
6950;Ken;Jeong;1969;;M
6951;Yoon-Cheol;Jeong;1971;;M
6952;Yoon-soo;Jeong;1962;;?
6953;Yoon;Jeong-hee;1944;;F
6954;Carly Rae;Jepsen;1985;;F
6955;Andrea;Jeremiah;1985;;F
6956;Adele;Jergens;1917;2002;F
6957;Sisca;Jessica;1988;;F
6958;Antonythasan;Jesuthasan;1967;;M
6959;Michael;Jeter;1952;2003;M
6960;Jean-Pierre;Jeunet;1953;;M
6961;Isabel;Jewell;1907;1972;F
6962;Norman;Jewison;1926;;M
6963;Prakash;Jha;1952;;M
6964;Ayesha;Jhulka;1972;;F
6965;Chang-wook;Ji;1987;;M
6966;Chunhua;Ji;1961;;M
6967;Guanlin;Ji;1980;;F
6968;Hongsheng;Jia;1967;2010;M
6969;Song;Jia;1980;;F
6970;Wangjia;Jia;1984;;F
6971;Xuke;Jia;1987;;M
6972;Zhangke;Jia;1970;;M
6973;Linyong;Jian;1969;;M
6974;Lixue;Jian;1954;;M
6975;Jinfu;Jiang;1991;;M
6976;Qing;Jiang;1914;1991;F
6977;Wen;Jiang;1963;;M
6978;Xinyue;Jiang;2003;;F
6979;Zhangning;Jiang;1984;;M
6980;;Jiang Wu;1967;;M
6981;Duobu;Jie;1958;;M
6982;Yan;Jie;1982;;M
6983;Alexandra;Jiménez;1980;;F
6984;Héctor;Jiménez;1973;;M
6985;Chen;Jin;1964;;F
6986;Elaine;Jin;1954;;F
6987;Goo;Jin;1980;;M
6988;Hee-kyung;Jin;1968;;F
6989;Kyung;Jin;1972;;F
6990;Se-yeon;Jin;1994;;F
6991;Yan;Jin;1910;1983;M
6992;Baowen;Jing;1987;;F
6993;Boran;Jing;1989;;M
6994;Liang;Jing;1972;;F
6995;Majing;Jing;1981;;M
6996;Tian;Jing;1989;;F
6997;Wu;Jing;1974;;M
6998;Nittha;Jirayungyurn;1990;;F
6999;In-sung;Jo;1981;;M
7000;Jin-kyu;Jo;1960;;M
7001;Jung-suk;Jo;1980;;M
7002;Min-su;Jo;1965;;F
7003;Seung-woo;Jo;1980;;M
7004;Shishido;Jo;1933;;M
7005;Sung-ha;Jo;1966;;M
7006;Sung-hee;Jo;1979;;M
7007;Yeo-jeong;Jo;1981;;F
7008;;JoJo;1990;;F
7009;Léo;Joannon;1904;1969;M
7010;Marlène;Jobert;1940;;F
7011;Adan;Jodorowsky;1979;;M
7012;Alejandro;Jodorowsky;1929;;M
7013;Axel;Jodorowsky;1965;;M
7014;Brontis;Jodorowsky;1962;;M
7015;Fatone;Joey;1977;;M
7016;Mark;Joffe;1956;;M
7017;Alex;Joffé;1918;1995;M
7018;Roland;Joffé;1945;;M
7019;Jannik;Johansen;1965;;M
7020;Scarlett;Johansson;1984;;F
7021;Ulf;Johansson;1922;1990;M
7022;I. S.;Johar;1920;1984;M
7023;Karan;Johar;1972;;M
7024;Elton;John;1947;;M
7025;Georg;John;1879;1941;M
7026;Gottfried;John;1942;2014;M
7027;Karl;John;1905;1977;M
7028;Marco St.;John;1939;;M
7029;Rosamund;John;1913;1998;F
7030;;John Paddy Carstairs;1910;1970;M
7031;Glynis;Johns;1923;;F
7032;Mervyn;Johns;1899;1992;M
7033;Stratford;Johns;1925;2002;M
7034;Tracy Camilla;Johns;1963;;F
7035;Amy Jo;Johnson;1970;;F
7036;Arnold;Johnson;1921;2000;M
7037;Arte;Johnson;1929;;M
7038;Ben;Johnson;1918;1996;M
7039;Bill;Johnson;1951;;M
7040;Celia;Johnson;1908;1982;F
7041;Chic;Johnson;1891;1962;M
7042;Clark;Johnson;1954;;M
7043;Dakota;Johnson;1989;;F
7044;Don;Johnson;1949;;M
7045;Dwayne;Johnson;1972;;M
7046;Eric;Johnson;1979;;M
7047;Georgann;Johnson;1926;;F
7048;Gerry;Johnson;1918;1990;F
7049;Jake;Johnson;1978;;M
7050;Jed;Johnson;1948;1996;M
7051;Katie;Johnson;1878;1957;F
7052;Kyle;Johnson;1951;;M
7053;Lamont;Johnson;1922;2010;M
7054;Lynn-Holly;Johnson;1958;;F
7055;Mark Steven;Johnson;1964;;M
7056;Noble;Johnson;1881;1978;M
7057;Rian;Johnson;1973;;M
7058;Richard;Johnson;1927;2015;M
7059;Rita;Johnson;1913;1965;F
7060;Russell;Johnson;1924;2014;M
7061;Scarlett Alice;Johnson;1985;;F
7062;Tor;Johnson;1902;1971;M
7063;Van;Johnson;1916;2008;M
7064;Joe;Johnston;1950;;M
7065;Julanne;Johnston;1900;1988;F
7066;Lorimer;Johnston;1858;1941;M
7067;Margaret;Johnston;1914;2002;F
7068;Leo;Jokela;1927;1975;M
7069;Antti;Jokinen;1968;;M
7070;Angelina;Jolie;1975;;F
7071;Al;Jolson;1886;1950;M
7072;Allan;Jones;1907;1992;M
7073;Barry;Jones;1932;1981;M
7074;Bruce;Jones;1953;;M
7075;Buck;Jones;1891;1942;M
7076;Caleb Landry;Jones;1989;;M
7077;Carolyn;Jones;1930;1983;F
7078;Chuck;Jones;1912;2002;M
7079;Dickie;Jones;1927;2014;M
7080;Doug;Jones;1954;;M
7081;Duane;Jones;1937;1988;M
7082;Duncan;Jones;1971;;M
7083;Emrys;Jones;1915;1972;M
7084;F. Richard;Jones;1893;1930;M
7085;Felicity;Jones;1983;;F
7086;Freddie;Jones;1927;;M
7087;Gemma;Jones;1942;;F
7088;Griffith;Jones;1909;2007;M
7089;Harmon;Jones;1911;1972;M
7090;Henry;Jones;1912;1999;M
7091;James Earl;Jones;1931;;M
7092;Janet;Jones;1961;;F
7093;January;Jones;1978;;F
7094;Jeffrey;Jones;1946;;M
7095;Jennifer;Jones;1919;2009;F
7096;L. Q.;Jones;1927;;M
7097;Leeon;Jones;1993;;M
7098;Mark;Jones;1959;;M
7099;Matt L.;Jones;1981;;M
7100;Nicky;Jones;1986;;M
7101;Orlando;Jones;1968;;M
7102;Quincy;Jones;1933;;M
7103;Richard T.;Jones;1972;;M
7104;Sam J.;Jones;1954;;M
7105;Shirley;Jones;1934;;F
7106;T. C.;Jones;1920;1971;M
7107;Terry;Jones;1942;;M
7108;Toby;Jones;1966;;M
7109;Tom;Jones;1940;;M
7110;Tommy Lee;Jones;1946;;M
7111;Vinnie;Jones;1965;;M
7112;Watkin Tudor;Jones;1974;;M
7113;Spike;Jonze;1969;;M
7114;Jin-mo;Joo;1974;;M
7115;Henry;Joost;1981;;M
7116;Glenn;Jordan;1936;;M
7117;Gregor;Jordan;1966;;M
7118;Michael B.;Jordan;1987;;M
7119;Neil;Jordan;1950;;M
7120;Richard;Jordan;1937;1993;M
7121;Seu;Jorge;1970;;M
7122;Jithu;Joseph;1972;;M
7123;Hutchinson;Josephine;1903;1998;F
7124;Erland;Josephson;1923;2012;M
7125;Anshuman;Joshi;1995;;M
7126;Mohan;Joshi;1945;;M
7127;Sharman;Joshi;1979;;M
7128;Larry;Joshua;1952;;M
7129;Allyn;Joslyn;1901;1981;M
7130;Darwin;Joston;1937;1998;M
7131;Jennifer;Jostyn;1968;;F
7132;Jacques;Jouanneau;1926;2011;M
7133;Louis;Jourdan;1921;2015;M
7134;Louis;Jouvet;1887;1951;M
7135;Milla;Jovovich;1975;;F
7136;Leatrice;Joy;1893;1985;F
7137;Robert;Joy;1951;;M
7138;Alice;Joyce;1890;1955;F
7139;Brenda;Joyce;1917;2009;F
7140;Ella;Joyce;1954;;F
7141;Jeung-ryu;Ju;1926;1980;F
7142;Ji-hoon;Ju;1982;;M
7143;Du;Juan;1982;;F
7144;Ethan;Juan;1982;;M
7145;Liyi;Juan;1974;;F
7146;;Juan Antonio Bayona;1975;;M
7147;Ashley;Judd;1968;;F
7148;Edward;Judd;1932;2009;M
7149;Charles;Judels;1882;1969;M
7150;Mike;Judge;1962;;M
7151;Horace Freeland;Judson;1931;2011;M
7152;Huang;Jue;1975;;M
7153;Rudolf;Jugert;1907;1979;?
7154;Gérard;Jugnot;1951;;M
7155;Janet;Julian;1959;;F
7156;Rupert;Julian;1879;1943;M
7157;Max;Julien;1945;;M
7158;Raúl;Juliá;1940;1994;M
7159;Gezhi;Jun;1936;;M
7160;Gianna;Jun;1976;;F
7161;Hu;Jun;1968;;M
7162;Ji-hyun;Jun;1981;;F
7163;Eun-pyo;Jung;1966;;M
7164;Il-woo;Jung;1987;;M
7165;Jae-young;Jung;1970;;M
7166;Jin-young;Jung;1964;;M
7167;Joon-Ho;Jung;1970;;M
7168;Man-sik;Jung;1974;;M
7169;Woo;Jung;1981;;M
7170;Woo-sung;Jung;1973;;M
7171;Woong-in;Jung;1971;;M
7172;Yu-mi;Jung;1983;;F
7173;Gil;Junger;1954;;M
7174;Hans;Junkermann;1872;1943;M
7175;Katy;Jurado;1924;2002;F
7176;Nathan H.;Juran;1907;2002;M
7177;Carla;Juri;1985;;F
7178;Jussi;Jurkka;1930;1982;M
7179;James Robertson;Justice;1907;1975;M
7180;Victoria;Justice;1993;;F
7181;John;Justin;1917;2002;M
7182;Claude;Jutra;1930;1986;M
7183;Jüri;Järvet;1919;1995;M
7184;Curd;Jürgens;1915;1982;M
7185;Kalina;Jędrusik;1931;1991;F
7186;White.;K;1988;;M
7187;Apa;KJ;1997;;M
7188;Nikolaj Lie;Kaas;1973;;M
7189;Neeraj;Kabi;1968;;M
7190;Kishor;Kadam;1967;;M
7191;Pavel Petrovich;Kadochnikov;1915;1988;M
7192;Hakeem;Kae-Kazim;1962;;M
7193;Takeshi;Kaga;1950;;M
7194;Jeremy;Kagan;1945;;M
7195;Daren;Kagasoff;1987;;M
7196;Kyoko;Kagawa;1931;;F
7197;Madeline;Kahn;1942;1999;F
7198;;Kaho;1964;;F
7199;Wangjun;Kai;1999;;M
7200;Zheng;Kai;1986;;M
7201;Alexander;Kaidanovsky;1946;1995;M
7202;Katrina;Kaif;1983;;F
7203;Khalil;Kain;1968;;M
7204;Oldřich;Kaiser;1955;;M
7205;Meiko;Kaji;1947;;F
7206;Junichi;Kajioka;1970;;M
7207;;Kajol;1974;;F
7208;Yumi;Kakazu;1973;;F
7209;Ashwin;Kakumanu;1987;;M
7210;So-won;Kal;2006;;F
7211;Mikhail;Kalatozov;1903;1973;M
7212;Ravi;Kale;1973;;M
7213;Paula;Kalenberg;1986;;F
7214;Cuoco;Kaley;1985;;F
7215;Jean-Pierre;Kalfon;1938;;M
7216;Mindy;Kaling;1979;;F
7217;Oliver;Kalkofe;1965;;M
7218;Rima;Kallingal;1984;;M
7219;Dimitris;Kallivokas;1930;;M
7220;Xenia;Kalogeropoulou;1936;;F
7221;;Kalpana;1962;2003;F
7222;Daniel;Kaluuya;1989;;M
7223;Aleksandr;Kalyagin;1965;;M
7224;Pawan;Kalyan;1971;;M
7225;Woo-sung;Kam;1970;;M
7226;;Kamal;1954;;M
7227;Kamal;Kamaraju;1981;;M
7228;Yoshiko;Kamei;1967;;F
7229;Michael;Kamen;1948;2003;M
7230;Kazuya;Kamenashi;1986;;M
7231;Yusuke;Kamiji;1979;;M
7232;Ryunosuke;Kamiki;1993;;M
7233;Akira;Kamiya;1946;;M
7234;;Kammula;1974;;M
7235;Fritz;Kampers;1891;1950;M
7236;Puttanna;Kanagal;1933;1985;M
7237;Kanayo O.;Kanayo;1962;;M
7238;Sayaka;Kanda;1986;;F
7239;Paul;Kandel;1951;;M
7240;Carol;Kane;1952;;F
7241;Chelsea;Kane;1988;;F
7242;Joseph;Kane;1894;1975;M
7243;Osamu;Kaneda;1949;;M
7244;Nobuo;Kaneko;1923;1995;M
7245;Hisako;Kanemoto;1987;;F
7246;Takeshi;Kaneshiro;1973;;M
7247;Jeff;Kanew;1944;;M
7248;Ha-neul;Kang;1990;;M
7249;Hye-jung;Kang;1982;;F
7250;Hyeong-cheol;Kang;1974;;M
7251;Je-Gyu;Kang;1962;;M
7252;Ji-hwan;Kang;1977;;M
7253;Shin-il;Kang;1960;;M
7254;So-ra;Kang;1990;;F
7255;Sung;Kang;1972;;M
7256;Tim;Kang;1973;;M
7257;Ye-won;Kang;1980;;F
7258;Firdaus;Kanga;1960;;M
7259;;Kanhaiyalal;1910;1982;M
7260;John;Kani;1943;;M
7261;Garson;Kanin;1912;1999;M
7262;Urmila;Kanitkar;1986;;F
7263;Nakamura;Kankurō;1981;;F
7264;P.;Kannamba;1911;1964;F
7265;Francesca;Kao;1972;;F
7266;Jack;Kao;1958;;M
7267;Ven;Kao;1978;;M
7268;Dimple;Kapadia;1957;;F
7269;John;Kapelos;1956;;M
7270;Stefan;Kapičić;1978;;M
7271;Deborah;Kaplan;1970;;F
7272;Jonathan;Kaplan;1947;;M
7273;Sol;Kaplan;1919;1990;M
7274;Semih;Kaplanoğlu;1963;;M
7275;Aleksei;Kapler;1903;1979;M
7276;Abhishek;Kapoor;1971;;M
7277;Aditya Roy;Kapoor;1985;;M
7278;Anil;Kapoor;1956;;M
7279;Annu;Kapoor;1956;;M
7280;Arjun;Kapoor;1985;;M
7281;Kareena;Kapoor;1980;;F
7282;Kunal;Kapoor;1975;;M
7283;Prithviraj;Kapoor;1906;1972;M
7284;Raj;Kapoor;1924;1988;M
7285;Rajat;Kapoor;1961;;M
7286;Rajiv;Kapoor;1962;;M
7287;Ram;Kapoor;1973;;M
7288;Ranbir;Kapoor;1982;;M
7289;Randhir;Kapoor;1947;;M
7290;Rishi;Kapoor;1952;;M
7291;Satyendra;Kapoor;1931;2007;M
7292;Seerat;Kapoor;1990;;F
7293;Shahid;Kapoor;1981;;M
7294;Shakti;Kapoor;1952;;M
7295;Shammi;Kapoor;1931;2011;M
7296;Shashi;Kapoor;1938;2017;M
7297;Sonam;Kapoor;1985;;F
7298;Ayesha;Kapur;1994;;F
7299;Pankaj;Kapur;1954;;M
7300;Rajit;Kapur;1960;;M
7301;Shekhar;Kapur;1945;;M
7302;Ajoy;Kar;1914;1985;M
7303;Nikolai;Karachentsov;1944;;M
7304;Tamer;Karadağlı;1967;;M
7305;;Karan;1984;;M
7306;Mirjana;Karanović;1957;;F
7307;B. V.;Karanth;1929;2002;M
7308;Yinghung;Karawai;1960;;F
7309;Kim;Kardashian;1980;;F
7310;Radina;Kardjilova;1986;;F
7311;James;Karen;1923;;M
7312;Ramu;Kariat;1927;1979;M
7313;Ramin;Karimloo;1978;;M
7314;Maya;Karin;1979;;F
7315;Anna;Karina;1940;;F
7316;Roger;Karl;1882;1984;M
7317;Olga;Karlatos;1947;;F
7318;Miriam;Karlin;1925;2011;F
7319;Boris;Karloff;1887;1969;M
7320;Phil;Karlson;1908;1982;M
7321;Oskar;Karlweis;1894;1956;M
7322;Radhu;Karmakar;1919;1993;M
7323;Girish;Karnad;1938;;M
7324;Virginia;Karns;1907;1990;F
7325;Alex;Karras;1935;2012;M
7326;;Karthi;1977;;M
7327;Gautham;Karthik;1989;;M
7328;Shaji N.;Karun;1952;;M
7329;;Karunas;1970;;M
7330;Claudia;Karvan;1972;;F
7331;Tchéky;Karyo;1953;;M
7332;Girish;Kasaravalli;1949;;M
7333;Max;Kasch;1985;;M
7334;Jake;Kasdan;1974;;M
7335;Lawrence;Kasdan;1949;;M
7336;Lenore;Kasdorf;1948;;F
7337;Yasuyuki;Kase;1971;;M
7338;Daniel;Kash;1959;;M
7339;Anurag;Kashyap;1972;;M
7340;D.D.;Kashyap;1910;1988;?
7341;Nicole;Kassell;1972;;F
7342;Matti;Kassila;1924;;M
7343;Mathieu;Kassovitz;1967;;M
7344;Leonard;Kastle;1929;2011;M
7345;Dennings;Kat;1986;;F
7346;Chiezō;Kataoka;1903;1983;M
7347;Sharat;Katariya;1978;;M
7348;Reda;Kateb;1977;;M
7349;Lena;Katina;1984;;F
7350;Ai;Kato;1982;;F
7351;Masaya;Kato;1963;;M
7352;Rosa;Kato;1985;;F
7353;Dinos;Katsouridis;1927;2011;M
7354;Shintaro;Katsu;1931;1997;M
7355;Nobuyuki;Katsube;1938;;M
7356;Andreas;Katsulas;1946;2006;M
7357;Nicky;Katt;1970;;M
7358;Chris;Kattan;1970;;M
7359;Omri;Katz;1976;;M
7360;Jeffrey;Katzenberg;1950;;M
7361;Daisuke;Katō;1911;1975;M
7362;Seizō;Katō;1927;2014;M
7363;Charlie;Kaufman;1958;;M
7364;Joseph;Kaufman;1882;1918;M
7365;Lloyd;Kaufman;1945;;M
7366;Mikhail;Kaufman;1897;1980;M
7367;Philip;Kaufman;1936;;M
7368;Arun;Kaul;1933;2007;M
7369;Manav;Kaul;1976;;M
7370;Charmy;Kaur;1987;;F
7371;Ranjeeta;Kaur;1962;;F
7372;Aki;Kaurismäki;1957;;M
7373;Kamini;Kaushal;1927;;F
7374;Satish;Kaushik;1956;;M
7375;Rick;Kavanian;1971;;M
7376;Julie;Kavner;1950;;F
7377;Hiroshi;Kawaguchi;1936;1987;M
7378;Jerzy;Kawalerowicz;1922;2007;M
7379;Minoru;Kawasaki;1958;;M
7380;Beatrice;Kay;1907;1986;F
7381;Charles;Kay;1930;;M
7382;Peter;Kay;1973;;M
7383;Stephen;Kay;1963;;M
7384;Danny;Kaye;1911;1987;M
7385;Paul;Kaye;1964;;M
7386;Stubby;Kaye;1918;1997;M
7387;Tony;Kaye;1952;;M
7388;Howard;Kaylan;1947;;M
7389;Fredrik;Kayser;1918;2009;M
7390;Morio;Kazama;1949;;M
7391;Elia;Kazan;1909;2003;M
7392;Lainie;Kazan;1940;;F
7393;Vangelis;Kazan;1936;2008;M
7394;Zoe;Kazan;1983;;F
7395;Gennadi;Kazansky;1910;1983;?
7396;Robert;Kazinsky;1983;;M
7397;Tim;Kazurinsky;1950;;M
7398;Jiazhang;Ke;1970;;M
7399;Shi;Ke;1964;;F
7400;James;Keach;1947;;M
7401;Stacy;Keach;1941;;M
7402;Billy;Kearns;1923;1992;M
7403;Buster;Keaton;1895;1966;M
7404;Diane;Keaton;1946;;F
7405;Joe;Keaton;1867;1946;M
7406;Michael;Keaton;1951;;M
7407;Steven;Keats;1945;1994;M
7408;Anna;Keaveney;1949;2004;F
7409;Hugh;Keays-Byrne;1947;;M
7410;Arielle;Kebbel;1985;;F
7411;Toby;Kebbell;1982;;M
7412;Liya;Kebede;1978;;F
7413;Abdel;Kechiche;1960;;M
7414;Hazel;Keech;1987;;F
7415;Howard;Keel;1919;2004;M
7416;Ruby;Keeler;1909;1993;F
7417;Dafne;Keen;2005;;F
7418;Geoffrey;Keen;1916;2005;M
7419;Malcolm;Keen;1887;1970;M
7420;Frank;Keenan;1858;1929;M
7421;Tom;Keene;1896;1963;M
7422;Catherine;Keener;1959;;F
7423;P. S.;Keerthana;1992;;M
7424;Matt;Keeslar;1972;;M
7425;Jack;Kehoe;1938;;M
7426;William;Keighley;1889;1984;M
7427;;Keiko;1976;2003;M
7428;Garrison;Keillor;1942;;M
7429;Harvey;Keitel;1939;;M
7430;Brian;Keith;1921;1997;M
7431;David;Keith;1954;;M
7432;Ian;Keith;1899;1960;M
7433;Andris;Keiš;1974;;M
7434;Sibel;Kekilli;1980;;F
7435;Tunde;Kelani;1948;;M
7436;Sharad;Kelkar;1976;;M
7437;Cecil;Kellaway;1890;1973;M
7438;Tina;Kellegher;1967;;F
7439;Hiram;Keller;1944;1997;M
7440;Marthe;Keller;1945;;F
7441;Barbara;Kellerman;1949;;F
7442;Sally;Kellerman;1937;;F
7443;DeForest;Kelley;1920;1999;M
7444;Devin;Kelley;1986;;F
7445;Sheila;Kelley;1961;;F
7446;Mike;Kellin;1922;1983;M
7447;Barnet;Kellman;1947;;M
7448;Ray;Kellogg;1905;1976;M
7449;Brett;Kelly;1993;;M
7450;David;Kelly;1929;2012;M
7451;David Patrick;Kelly;1951;;M
7452;Emmett;Kelly;1898;1979;M
7453;Gene;Kelly;1912;1996;M
7454;Grace;Kelly;1929;1982;F
7455;Hu;Kelly;1968;;F
7456;Jack;Kelly;1927;1992;M
7457;Michael;Kelly;1969;;M
7458;Moira;Kelly;1968;;F
7459;Nancy;Kelly;1921;1995;F
7460;Roz;Kelly;1943;;F
7461;Pert;Kelton;1907;1968;F
7462;Gary;Kemp;1959;;M
7463;Paul;Kemp;1896;1953;M
7464;Ellie;Kemper;1980;;F
7465;Rachel;Kempson;1910;2003;F
7466;Friederike;Kempter;1979;;F
7467;Josef;Kemr;1922;1995;M
7468;Gil;Kenan;1976;;M
7469;Felicity;Kendal;1946;;F
7470;Geoffrey;Kendal;1909;1998;M
7471;Jennifer;Kendal;1933;1984;F
7472;Cavan;Kendall;1942;1999;M
7473;Henry;Kendall;1897;1962;M
7474;Kay;Kendall;1927;1959;F
7475;Suzy;Kendall;1944;;F
7476;Alex;Kendrick;1970;;M
7477;Anna;Kendrick;1985;;F
7478;Alexa;Kenin;1962;1985;F
7479;Arthur;Kennedy;1914;1990;M
7480;Burt;Kennedy;1922;2001;M
7481;Chris;Kennedy;1948;2013;M
7482;Edgar;Kennedy;1890;1948;M
7483;George;Kennedy;1925;2016;M
7484;Graham;Kennedy;1934;2005;M
7485;Jamie;Kennedy;1970;;M
7486;Leon Isaac;Kennedy;1949;;M
7487;Madge;Kennedy;1891;1987;F
7488;Glenn;Kenny;1959;;M
7489;Tom;Kenny;1962;;M
7490;Patsy;Kensit;1968;;F
7491;Barbara;Kent;1907;2011;F
7492;William T.;Kent;1886;1945;M
7493;Chris;Kentis;1962;;?
7494;Erle C.;Kenton;1896;1980;M
7495;Doris;Kenyon;1897;1979;F
7496;Marwan;Kenzari;1983;;M
7497;Leila;Kenzle;1960;;F
7498;Barry;Keoghan;1992;;M
7499;Riley;Keough;1989;;F
7500;Jean;Keraudy;1920;2001;M
7501;Robert;Kerman;1941;;M
7502;Joey;Kern;1976;;M
7503;Bill;Kerr;1922;2014;M
7504;Deborah;Kerr;1921;2007;F
7505;John;Kerr;1931;2013;M
7506;Mamaengaroa;Kerr-Bell;1978;;F
7507;J. Warren;Kerrigan;1879;1947;M
7508;Lodge;Kerrigan;1964;;M
7509;Norman;Kerry;1894;1956;M
7510;Abbey Lee;Kershaw;1987;;F
7511;Irvin;Kershner;1923;2010;M
7512;Brian;Kerwin;1949;;M
7513;Ali;Keshavarz;1930;;M
7514;Alek;Keshishian;1964;;M
7515;Laura Ann;Kesling;2000;;F
7516;Michael;Kessler;1967;;M
7517;Sara;Kestelman;1944;;F
7518;Philip Ho-Man;Keung;1966;;M
7519;Janet;Key;1945;1992;F
7520;Keegan-Michael;Key;1971;;M
7521;Evelyn;Keyes;1916;2008;F
7522;Skandar;Keynes;1991;;M
7523;Tullio;Kezich;1928;2009;M
7524;Konstantin;Khabensky;1972;;M
7525;Sarita;Khajuria;1974;2003;F
7526;Krishna Kaur;Khalsa;1941;;F
7527;Chulpan;Khamatova;1975;;F
7528;Persis;Khambatta;1948;1998;F
7529;Aamir;Khan;1965;;M
7530;Alyy;Khan;1968;;M
7531;Amjad;Khan;1940;1992;M
7532;Arbaaz;Khan;1967;;M
7533;Farah;Khan;1969;;F
7534;Feroz;Khan;1939;2009;M
7535;Imran;Khan;1952;;M
7536;Irrfan;Khan;1967;;M
7537;Jiah;Khan;1988;2013;F
7538;Kabir;Khan;1974;;M
7539;Kader;Khan;1937;;M
7540;Kareena Kapoor;Khan;1980;;F
7541;Mehboob;Khan;1907;1964;M
7542;Mohamed;Khan;1942;2016;M
7543;Nasir;Khan;1924;1974;M
7544;Riyaz;Khan;1972;;M
7545;Saif Ali;Khan;1970;;M
7546;Sajid;Khan;1951;2015;M
7547;Salman;Khan;1965;;M
7548;Sanjay;Khan;1959;;M
7549;Shah Rukh;Khan;1965;;M
7550;Shakib;Khan;1983;;F
7551;Sohail;Khan;1984;;M
7552;Zayed;Khan;1980;;M
7553;Arsinée;Khanjian;1958;;F
7554;Akshaye;Khanna;1975;;M
7555;Rajesh;Khanna;1942;2012;M
7556;Vinod;Khanna;1946;2017;M
7557;Swini;Khara;1998;;F
7558;Kulbhushan;Kharbanda;1944;;M
7559;Leonid;Kharitonov;1930;1987;M
7560;Sachin;Khedekar;1965;;M
7561;;Kheiron;1982;;M
7562;Anupam;Kher;1955;;M
7563;Kirron;Kher;1955;;F
